QNAME,CHEMSC,ERROR,CLASS,LENGTH,DB,NAME,SPECIE,MASS,PREC:mE504_NEG_01.raw,PREC:mE504_NEG_02.raw,PREC:mE504_NEG_03.raw,PREC:mE504_NEG_04.raw,PREC:mE504_NEG_05.raw,SUMFA:mE504_NEG_01.raw,SUMFA:mE504_NEG_02.raw,SUMFA:mE504_NEG_03.raw,SUMFA:mE504_NEG_04.raw,SUMFA:mE504_NEG_05.raw,FA1,MASSFA1,FA1INTENS:mE504_NEG_01.raw,FA1INTENS:mE504_NEG_02.raw,FA1INTENS:mE504_NEG_03.raw,FA1INTENS:mE504_NEG_04.raw,FA1INTENS:mE504_NEG_05.raw,FA2,MASSFA2,FA2INTENS:mE504_NEG_01.raw,FA2INTENS:mE504_NEG_02.raw,FA2INTENS:mE504_NEG_03.raw,FA2INTENS:mE504_NEG_04.raw,FA2INTENS:mE504_NEG_05.raw,MASSFRAG1,FRAG1:mE504_NEG_01.raw,FRAG1:mE504_NEG_02.raw,FRAG1:mE504_NEG_03.raw,FRAG1:mE504_NEG_04.raw,FRAG1:mE504_NEG_05.raw,MASSFRAG2,FRAG2:mE504_NEG_01.raw,FRAG2:mE504_NEG_02.raw,FRAG2:mE504_NEG_03.raw,FRAG2:mE504_NEG_04.raw,FRAG2:mE504_NEG_05.raw,MASSNLS,NLS:mE504_NEG_01.raw,NLS:mE504_NEG_02.raw,NLS:mE504_NEG_03.raw,NLS:mE504_NEG_04.raw,NLS:mE504_NEG_05.raw,FAO,MASSFAO,FAOINTENS:mE504_NEG_01.raw,FAOINTENS:mE504_NEG_02.raw,FAOINTENS:mE504_NEG_03.raw,FAOINTENS:mE504_NEG_04.raw,FAOINTENS:mE504_NEG_05.raw,NEG
PGNegMS2,H76 C40 O10 P1 ,0.2,PG,34,1,PG 34:1,PG 20:1-14:0,747.5183,159278.4,74248.4,-1.6,-1.6,0,0,3088.5,3579,-1.7,0,20:01,309.2804,0,0,3580.7,0,0,14:00,227.2017,0,3088.5,-1.7,-1.7,0,152.9949,20648.1,38407.4,8544.6,10622.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H78 C40 O10 P1 ,-0.5,PG,34,0,PG 34:0,PG 18:0-16:0,749.5334,358083.9,216599.8,-1.6,-1.6,0,141732.7,97511.7,100509.6,45537.5,29146.3,18:00,283.2654,74321.6,42787.2,91430,45539.2,13570.5,16:00,255.2329,67411.1,54724.5,9079.6,-1.7,15575.8,152.9949,48871.4,38278.2,12982,12743.5,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H68 C42 O10 P1 ,-5.6,PG,36,7,PG 36:7,PG 22:4-14:3,763.4513,0,2408,0,7507.2,0,6700.4,4969.1,0,0,4203.2,22:04,331.2652,-1.7,0,0,0,0,14:03,221.1544,6702,4969.1,0,0,4203.2,152.9949,76174.8,60241.9,10862.3,7379.9,4729,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H68 C42 O10 P1 ,-5.6,PG,36,7,PG 36:7,PG 20:4-16:3,763.4513,0,2408,0,7507.2,0,-3.3,-1.7,-1.7,-1.7,0,20:04,303.233,-1.7,-1.7,-1.7,-1.7,0,16:03,249.185,-1.7,0,0,0,0,152.9949,76174.8,60241.9,10862.3,7379.9,4729,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H74 C42 O10 P1 ,1.5,PG,36,4,PG 36:4,PG 16:1-20:3,769.5036,43750.8,22908.8,0,1882.9,0,-3.3,-3.3,8049.9,-3.3,0,16:01,253.2173,-1.6,-1.6,8051.6,-1.6,0,20:03,305.246,-1.6,-1.6,-1.6,-1.6,0,152.995,45279.9,57366.7,5023.9,2278,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H74 C42 O10 P1 ,1.5,PG,36,4,PG 36:4,PG 18:2-18:2,769.5036,43750.8,22908.8,0,1882.9,0,147659.7,109614.3,42090.1,13004.8,0,18:02,279.2328,73829.8,54807.1,21045,6502.4,0,18:02,279.2328,73829.8,54807.1,21045,6502.4,0,152.995,45279.9,57366.7,5023.9,2278,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H74 C42 O10 P1 ,1.5,PG,36,4,PG 36:4,PG 20:4-16:0,769.5036,43750.8,22908.8,0,1882.9,0,47430.2,32087.8,10197,1132.8,7081.5,20:04,303.2327,47431.8,32089.4,3512.7,1134.4,0,16:00,255.2329,-1.6,-1.6,6684.3,-1.6,7081.5,152.995,45279.9,57366.7,5023.9,2278,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H74 C42 O10 P1 ,1.5,PG,36,4,PG 36:4,PG 22:4-14:0,769.5036,43750.8,22908.8,0,1882.9,0,-3.3,-1.6,0,0,0,22:04,331.2632,-1.6,-1.6,0,0,0,14:00,227.202,-1.6,0,0,0,0,152.995,45279.9,57366.7,5023.9,2278,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H74 C42 O10 P1 ,1.5,PG,36,4,PG 36:4,PG 18:3-18:1,769.5036,43750.8,22908.8,0,1882.9,0,4093.6,-1.6,38061.1,13284.5,0,18:03,277.2162,4095.3,0,0,0,0,18:01,281.2486,-1.6,-1.6,38061.1,13284.5,0,152.995,45279.9,57366.7,5023.9,2278,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H76 C42 O10 P1 ,-0.7,PG,36,3,PG 36:3,PG 16:0-20:3,771.5176,83391.8,58447.1,0,0,0,1855.2,2693.1,5404.8,-1.7,833.1,16:00,255.2328,-1.7,-1.7,5404.8,-1.7,833.1,20:03,305.2468,1856.9,2694.8,0,0,0,152.995,88197.3,87402.6,6294.5,2610.7,4014.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H76 C42 O10 P1 ,-0.7,PG,36,3,PG 36:3,PG 20:2-16:1,771.5176,83391.8,58447.1,0,0,0,1568.1,-1.7,3070.6,4393.6,0,20:02,307.2631,-1.7,-1.7,0,0,0,16:01,253.2171,1569.8,0,3070.6,4393.6,0,152.995,88197.3,87402.6,6294.5,2610.7,4014.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H76 C42 O10 P1 ,-0.7,PG,36,3,PG 36:3,PG 18:2-18:1,771.5176,83391.8,58447.1,0,0,0,72471.6,60730.2,35187.1,13380.7,0,18:02,279.2329,72473.3,60731.8,-1.7,-1.7,0,18:01,281.2486,-1.7,-1.7,35188.7,13382.4,0,152.995,88197.3,87402.6,6294.5,2610.7,4014.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H78 C42 O10 P1 ,-1.9,PG,36,2,PG 36:2,PG 20:1-16:1,773.5323,384548.9,147480,5005.5,6083.1,4917.3,3174.5,1597.7,-1.7,-1.7,0,20:01,309.2796,3176.2,1599.4,0,0,0,16:01,253.2165,-1.7,-1.7,-1.7,-1.7,0,152.9949,27718.6,20496.9,-1.7,-1.7,1911.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H78 C42 O10 P1 ,-1.9,PG,36,2,PG 36:2,PG 16:0-20:2,773.5323,384548.9,147480,5005.5,6083.1,4917.3,37205.7,50755.9,7772.2,1410.7,3629.9,16:00,255.2331,18510.4,36113.5,7772.2,1410.7,3629.9,20:02,307.2641,18695.3,14642.3,0,0,0,152.9949,27718.6,20496.9,-1.7,-1.7,1911.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H78 C42 O10 P1 ,-1.9,PG,36,2,PG 36:2,PG 18:2-18:0,773.5323,384548.9,147480,5005.5,6083.1,4917.3,77242.1,58612.4,35266,10169.8,7860,18:02,279.233,46395.4,33662.4,-1.7,-1.7,0,18:00,283.2648,30846.7,24950,35267.7,10171.5,7860,152.9949,27718.6,20496.9,-1.7,-1.7,1911.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H78 C42 O10 P1 ,-1.9,PG,36,2,PG 36:2,PG 18:1-18:1,773.5323,384548.9,147480,5005.5,6083.1,4917.3,160605.8,96188.4,57176.2,22063.1,0,18:01,281.2487,80302.9,48094.2,28588.1,11031.6,0,18:01,281.2487,80302.9,48094.2,28588.1,11031.6,0,152.9949,27718.6,20496.9,-1.7,-1.7,1911.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H80 C42 O10 P1 ,-1,PG,36,1,PG 36:1,PG 20:1-16:0,775.5487,-1.7,-1.7,-1.7,-1.7,0,-1.7,5915.8,-1.7,-1.7,14833.9,20:01,309.2811,0,3382.5,0,0,0,16:00,255.2329,-1.7,2533.3,-1.7,-1.7,14833.9,152.9949,32818.9,32687.5,21539.8,19749,3515.1,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H80 C42 O10 P1 ,-1,PG,36,1,PG 36:1,PG 18:0-18:1,775.5487,-1.7,-1.7,-1.7,-1.7,0,20140.8,4242.1,27808.5,15524.6,10817.1,18:00,283.2665,20142.5,4219,15996.9,10313.8,10817.1,18:01,281.2486,-1.7,23.1,11811.6,5210.8,0,152.9949,32818.9,32687.5,21539.8,19749,3515.1,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H82 C42 O10 P1 ,-2,PG,36,0,PG 36:0,PG 18:0-18:0,777.5635,-1.7,-1.7,-1.7,-1.7,0,65058.8,65354,-3.3,-3.3,18420.1,18:00,283.266,32529.4,32677,-1.7,-1.7,9210.1,18:00,283.266,32529.4,32677,-1.7,-1.7,9210.1,152.995,29954,33825,6715.4,11160.7,2939.3,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H70 C44 O10 P1 ,1.8,PG,38,8,PG 38:8,PG 22:5-16:3,789.4726,0,0,0,0,113260.6,-3.4,-3.4,0,0,0,22:05,329.2487,-1.7,-1.7,0,0,0,16:03,249.1867,-1.7,-1.7,0,0,0,152.9948,-1.7,7423.7,-1.7,3113.2,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H74 C44 O10 P1 ,0.1,PG,38,6,PG 38:6,PG 22:5-16:1,793.5026,36153,1605.7,0,0,0,-3.4,-3.4,-1.7,-3.4,0,22:05,329.249,-1.7,-1.7,0,-1.7,0,16:01,253.2174,-1.7,-1.7,-1.7,-1.7,0,152.9949,-1.7,6437.4,-1.7,-1.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H74 C44 O10 P1 ,0.1,PG,38,6,PG 38:6,PG 22:6-16:0,793.5026,36153,1605.7,0,0,0,5888.3,12634.9,-1.7,-1.7,21147.3,22:06,327.2329,5890,12636.6,0,0,0,16:00,255.233,-1.7,-1.7,-1.7,-1.7,21147.3,152.9949,-1.7,6437.4,-1.7,-1.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H74 C44 O10 P1 ,0.1,PG,38,6,PG 38:6,PG 20:4-18:2,793.5026,36153,1605.7,0,0,0,-3.4,-3.4,-3.4,-3.4,0,20:04,303.2329,-1.7,-1.7,-1.7,-1.7,0,18:02,279.233,-1.7,-1.7,-1.7,-1.7,0,152.9949,-1.7,6437.4,-1.7,-1.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H82 C44 O10 P1 ,-0.5,PG,38,2,PG 38:2,PG 18:0-20:2,801.5647,-1.7,-1.7,-1.7,0,0,21563.7,20062.7,13496.7,4611,3113.2,18:00,283.2648,18203.7,20062.7,13496.7,4611,3113.2,20:02,307.2643,3360.1,0,0,0,0,152.9949,37604.1,34356.6,7798.2,6927.3,5050.6,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H82 C44 O10 P1 ,-0.5,PG,38,2,PG 38:2,PG 18:1-20:1,801.5647,-1.7,-1.7,-1.7,0,0,4151.7,-1.7,2861.4,-1.7,0,18:01,281.2487,-1.7,-1.7,2861.4,-1.7,0,20:01,309.2807,4153.3,0,0,0,0,152.9949,37604.1,34356.6,7798.2,6927.3,5050.6,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H74 C46 O10 P1 ,3.1,PG,40,8,PG 40:8,PG 22:6-18:2,817.505,15341.7,2773.3,0,0,0,-3.5,-3.5,-1.7,-1.7,0,22:06,327.2329,-1.7,-1.7,0,0,0,18:02,279.2329,-1.7,-1.7,-1.7,-1.7,0,152.9949,-1.7,-1.7,-1.7,-1.7,3151.6,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H74 C46 O10 P1 ,3.1,PG,40,8,PG 40:8,PG 18:3-22:5,817.505,15341.7,2773.3,0,0,0,5297.4,-1.7,0,0,0,18:03,277.2154,5297.4,0,0,0,0,22:05,329.2498,0,-1.7,0,0,0,152.9949,-1.7,-1.7,-1.7,-1.7,3151.6,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H74 C46 O10 P1 ,3.1,PG,40,8,PG 40:8,PG 20:4-20:4,817.505,15341.7,2773.3,0,0,0,-3.5,-3.5,-3.5,-3.5,0,20:04,303.233,-1.7,-1.7,-1.7,-1.7,0,20:04,303.233,-1.7,-1.7,-1.7,-1.7,0,152.9949,-1.7,-1.7,-1.7,-1.7,3151.6,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H76 C46 O10 P1 ,-3.8,PG,40,7,PG 40:7,PG 20:4-20:3,819.5151,0,2234.9,11307.5,0,360042.1,-3.4,-3.4,-3.4,-3.4,0,20:04,303.233,-1.7,-1.7,-1.7,-1.7,0,20:03,305.2484,-1.7,-1.7,-1.7,-1.7,0,152.9949,-1.7,-1.7,-1.7,-1.7,4109.7,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H76 C46 O10 P1 ,-3.8,PG,40,7,PG 40:7,PG 18:3-22:4,819.5151,0,2234.9,11307.5,0,360042.1,-3.4,-1.7,0,0,0,18:03,277.2164,-1.7,0,0,0,0,22:04,331.264,-1.7,-1.7,0,0,0,152.9949,-1.7,-1.7,-1.7,-1.7,4109.7,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H76 C46 O10 P1 ,-3.8,PG,40,7,PG 40:7,PG 22:6-18:1,819.5151,0,2234.9,11307.5,0,360042.1,5011.6,85.2,-1.7,-1.7,0,22:06,327.2328,5013.3,86.9,0,0,0,18:01,281.2486,-1.7,-1.7,-1.7,-1.7,0,152.9949,-1.7,-1.7,-1.7,-1.7,4109.7,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H76 C46 O10 P1 ,-3.8,PG,40,7,PG 40:7,PG 22:5-18:2,819.5151,0,2234.9,11307.5,0,360042.1,-3.4,-3.4,49001.9,24906.2,0,22:05,329.2485,-1.7,-1.7,0,0,0,18:02,279.233,-1.7,-1.7,49001.9,24906.2,0,152.9949,-1.7,-1.7,-1.7,-1.7,4109.7,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H74 C48 O10 P1 ,5.5,PG,42,10,PG 42:10,PG 20:4-22:6,841.5071,6779.4,2394.2,0,0,0,-3.5,-3.5,-3.5,-3.5,0,20:04,303.233,-1.7,-1.7,-1.7,-1.7,0,22:06,327.233,-1.7,-1.7,-1.7,-1.7,0,152.995,-1.7,1287.4,-1.7,-1.7,4562.1,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H74 C50 O10 P1 ,5.7,PG,44,12,PG 44:12,PG 22:6-22:6,865.5074,12174.4,2526.2,0,0,1297.5,-3.6,-3.6,-3.6,-3.6,0,22:06,327.2331,-1.8,-1.8,-1.8,-1.8,0,22:06,327.2331,-1.8,-1.8,-1.8,-1.8,0,152.9949,62949.9,35957.2,29225.7,14291.8,32674.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H78 C50 O10 P1 ,-0.5,PG,44,10,PG 44:10,PG 22:5-22:5,869.5334,-1.8,-1.8,0,0,0,-3.6,3274.7,0,0,0,22:05,329.2486,-1.8,1637.4,0,0,0,22:05,329.2486,-1.8,1637.4,0,0,0,152.9949,-1.8,-1.8,-1.8,-1.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H78 C50 O10 P1 ,-0.5,PG,44,10,PG 44:10,PG 22:4-22:6,869.5334,-1.8,-1.8,0,0,0,-3.6,-3.6,-1.8,-3.6,0,22:04,331.2637,-1.8,-1.8,0,-1.8,0,22:06,327.2325,-1.8,-1.8,-1.8,-1.8,0,152.9949,-1.8,-1.8,-1.8,-1.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H82 C50 O10 P1 ,2.9,PG,44,8,PG 44:8,PG 20:4-24:4,873.5677,0,0,3528.7,0,0,16655.8,4876.2,1185.4,-1.8,0,20:04,303.2321,15217.7,4876.2,1185.4,-1.8,0,24:04:00,359.297,1438.2,0,0,0,0,152.9949,30919.2,18377.9,4709.9,4047,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H82 C50 O10 P1 ,2.9,PG,44,8,PG 44:8,PG 22:4-22:4,873.5677,0,0,3528.7,0,0,2909.5,4030.1,0,0,0,22:04,331.2659,1454.7,2015.1,0,0,0,22:04,331.2659,1454.7,2015.1,0,0,0,152.9949,30919.2,18377.9,4709.9,4047,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,PIONegMS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,PINegMS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PINegMS2,H66 C35 O13 P1 ,1.1,PI,26,0,PI 26:0,PI 12:0-14:0,725.4254,3060.1,0,2172.1,0,14566.2,14925.9,6038.9,6575.7,4320,10787.6,12:01,199.1698,13119,6038.9,4621,4320,10787.6,14:01,227.2003,1806.9,0,1954.7,0,0,152.9949,51764.5,48342.5,13299.6,4549,2004.6,241.0115,10112.8,4455.3,3151.1,3185.7,4433.1,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H74 C41 O13 P1 ,0.7,PI,32,2,PI 32:2,PI 16:1-16:1,805.4878,68525.4,-1.6,0,0,0,-3.3,-3.3,25854.3,15537.6,0,16:02,253.2173,-1.6,-1.6,12927.1,7768.8,0,16:02,253.2173,-1.6,-1.6,12927.1,7768.8,0,152.9949,47410.6,29424.7,-1.6,-1.6,2676.9,241.0104,2202.1,0,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H74 C41 O13 P1 ,0.7,PI,32,2,PI 32:2,PI 14:0-18:2,805.4878,68525.4,-1.6,0,0,0,43928.2,63292.8,10433.8,15783.1,0,14:01,227.2012,-1.6,-1.6,-1.6,-1.6,0,18:03,279.2329,43929.9,63294.4,10435.4,15784.8,0,152.9949,47410.6,29424.7,-1.6,-1.6,2676.9,241.0104,2202.1,0,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H76 C41 O13 P1 ,1.8,PI,32,1,PI 32:1,PI 16:1-16:0,807.5043,-1.6,-1.6,0,-1.6,0,530402.1,485705.8,65895.7,9541.2,18893.6,16:02,253.2172,-1.6,-1.6,-1.6,-1.6,0,16:01,255.2329,530403.7,485707.4,65897.4,9542.9,18893.6,152.9948,-1.6,-1.6,-1.6,-1.6,2374.9,241.0115,15605.3,6405.9,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H76 C41 O13 P1 ,1.8,PI,32,1,PI 32:1,PI 14:0-18:1,807.5043,-1.6,-1.6,0,-1.6,0,115419,117198.5,11796.4,8219.5,0,14:01,227.201,924.9,2771,3743.9,0,0,18:02,281.2487,114494.1,114427.6,8052.5,8219.5,0,152.9948,-1.6,-1.6,-1.6,-1.6,2374.9,241.0115,15605.3,6405.9,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H78 C41 O13 P1 ,0.7,PI,32,0,PI 32:0,PI 16:0-16:0,809.5191,1389112,808547,0,0,0,-3.3,-3.3,-3.3,-3.3,23398.8,16:01,255.2328,-1.7,-1.7,-1.7,-1.7,11699.4,16:01,255.2328,-1.7,-1.7,-1.7,-1.7,11699.4,152.995,-1.7,-1.7,-1.7,-1.7,2453,241.0114,72233.9,47474.9,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H78 C41 O13 P1 ,0.7,PI,32,0,PI 32:0,PI 14:0-18:0,809.5191,1389112,808547,0,0,0,202745,307611.8,-1.7,-1.7,4876.9,14:01,227.201,-1.7,0,0,0,0,18:01,283.2646,202746.6,307611.8,-1.7,-1.7,4876.9,152.995,-1.7,-1.7,-1.7,-1.7,2453,241.0114,72233.9,47474.9,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H76 C43 O13 P1 ,1.1,PI,34,3,PI 34:3,PI 16:1-18:2,831.5038,-1.7,-1.7,0,-1.7,0,-3.4,109103.9,105081.5,-3.4,0,16:02,253.2169,-1.7,-1.7,-1.7,-1.7,0,18:03,279.233,-1.7,109105.6,105083.2,-1.7,0,152.9949,-1.7,-1.7,-1.7,-1.7,-1.7,241.0113,8741.1,0,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H76 C43 O13 P1 ,1.1,PI,34,3,PI 34:3,PI 16:0-18:3,831.5038,-1.7,-1.7,0,-1.7,0,152947.2,209153.3,101646.1,69305.5,1306.1,16:01,255.2328,152948.9,209155,101647.8,69307.2,1306.1,18:04,277.2166,-1.7,-1.7,-1.7,-1.7,0,152.9949,-1.7,-1.7,-1.7,-1.7,-1.7,241.0113,8741.1,0,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H78 C43 O13 P1 ,2.4,PI,34,2,PI 34:2,PI 16:1-18:1,833.5206,5808331.3,4187060,634161.9,329560.7,0,-3.4,-3.4,165460.2,110734.9,0,16:02,253.2172,-1.7,-1.7,1313.8,-1.7,0,18:02,281.2486,-1.7,-1.7,164146.5,110736.6,0,152.9949,687503.6,734159.3,-1.7,-1.7,0,241.0117,348535.9,258988.3,52981.8,67979.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H78 C43 O13 P1 ,2.4,PI,34,2,PI 34:2,PI 16:0-18:2,833.5206,5808331.3,4187060,634161.9,329560.7,0,-3.4,-3.4,-3.4,-3.4,12218.9,16:01,255.2329,-1.7,-1.7,-1.7,-1.7,12218.9,18:03,279.233,-1.7,-1.7,-1.7,-1.7,0,152.9949,687503.6,734159.3,-1.7,-1.7,0,241.0117,348535.9,258988.3,52981.8,67979.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H80 C43 O13 P1 ,2.2,PI,34,1,PI 34:1,PI 16:1-18:0,835.5361,1227707.7,695394.1,67354.2,141548.8,0,-3.4,-3.4,31927.3,20221.1,15352.9,16:02,253.2174,-1.7,-1.7,-1.7,-1.7,0,18:01,283.2642,-1.7,-1.7,31929.1,20222.9,15352.9,152.995,-1.7,-1.7,-1.7,-1.7,-1.7,241.0116,60287.4,40791.3,-1.7,-1.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H80 C43 O13 P1 ,2.2,PI,34,1,PI 34:1,PI 16:0-18:1,835.5361,1227707.7,695394.1,67354.2,141548.8,0,-3.4,-3.4,-3.4,-3.4,20498.4,16:01,255.2328,-1.7,-1.7,-1.7,-1.7,20498.4,18:02,281.2486,-1.7,-1.7,-1.7,-1.7,0,152.995,-1.7,-1.7,-1.7,-1.7,-1.7,241.0116,60287.4,40791.3,-1.7,-1.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H82 C43 O13 P1 ,1.6,PI,34,0,PI 34:0,PI 16:0-18:0,837.5512,2064062.6,1396428.3,-1.7,0,0,-3.6,-3.6,21790,9205.5,22521.2,16:01,255.2329,-1.8,-1.8,21791.7,9207.3,11406.4,18:01,283.2639,-1.8,-1.8,-1.8,-1.8,11114.8,152.9949,24189.4,-1.8,2307.5,6599.6,0,241.0115,130982.2,77597.5,3949.8,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H76 C45 O13 P1 ,3.2,PI,36,5,PI 36:5,PI 16:1-20:4,855.5056,-1.7,-1.7,617.5,11388.9,0,-3.5,120.3,224569.5,102624.6,0,16:02,253.217,-1.7,122.1,-1.7,-1.7,0,20:05,303.233,-1.7,-1.7,224571.2,102626.4,0,152.9949,-1.7,-1.7,-1.7,-1.7,0,241.0113,18988.8,18331.8,0,4050.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H76 C45 O13 P1 ,3.2,PI,36,5,PI 36:5,PI 20:5-16:0,855.5056,-1.7,-1.7,617.5,11388.9,0,134715.7,147477.6,155543,91721.3,5397.3,20:06,301.2213,2225.7,0,1519.9,0,0,16:01,255.2328,132490,147477.6,154023.1,91721.3,5397.3,152.9949,-1.7,-1.7,-1.7,-1.7,0,241.0113,18988.8,18331.8,0,4050.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H76 C45 O13 P1 ,3.2,PI,36,5,PI 36:5,PI 14:0-22:5,855.5056,-1.7,-1.7,617.5,11388.9,0,3559.8,10401.7,2695.5,506.8,0,14:01,227.2004,0,0,2695.5,506.8,0,22:06,329.2478,3559.8,10401.7,0,0,0,152.9949,-1.7,-1.7,-1.7,-1.7,0,241.0113,18988.8,18331.8,0,4050.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H78 C45 O13 P1 ,2.2,PI,36,4,PI 36:4,PI 16:1-20:3,857.5204,16360323.2,10916781.7,2786454.6,4385618.4,0,-1.7,2248.4,25704.8,20281.8,0,16:02,253.2165,0,2250.1,-1.7,4045.7,0,20:04,305.2483,-1.7,-1.7,25706.5,16236.1,0,152.9949,148266,-1.7,-1.7,-1.7,-1.7,241.0118,1248212.2,876349.5,250266.9,278305.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
